CODIGO_MUNICIPIO;MUNICIPIO;GAL;CODIGO_GAL
5027;Berlanas, Las;Asociación para el Desarrollo Rural Integral de La Moraña;G129
6019;Berlanga;Centro de Desarrollo Rural Campiña Sur;
42035;Berlanga de Duero;Asociación para el Desarrollo Endógeno de Almazán y otros municipios;G157
24019;Berlanga del Bierzo;Asociación para el Desarrollo de La Comarca Berciana;G142
9051;Berlangas de Roa;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
37049;Bermellar;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
48017;Bermeo;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
49023;Bermillo de Sayago;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
40030;Bernardos;Asociación Intermunicipal para el Desarrollo Local en la Comarca de Santa María la Real de Nieva;G155
1016;Bernedo;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
19051;Berninches;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
40031;Bernuy de Porreros;Asociación para el Desarrollo Rural Segovia Sur;G156
5029;Bernuy-Zapardiel;Asociación para el Desarrollo Rural Integral de La Moraña;G129
8158;Papiol, El;;
8159;Parets del Vallès;;
8161;Piera;;
8162;Hostalets de Pierola, Els;;
20023;Berrobi;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
21012;Berrocal;Asociación para el Desarrollo Rural  Cuenca Minera Riotinto;G029
37050;Berrocal de Huebra;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
37051;Berrocal de Salvatierra;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
10028;Berrocalejo;Asociacion para el Desarrollo de la comarca del Campo Arañuelo;G196
5030;Berrocalejo de Aragona;Fundación para el Desarrollo Local Asocio de Ávila;G131
47019;Berrueces;Asociación para el Desarrollo Rural Integrado de Tierra de Campos - Zona Norte de Valladolid;
50048;Berrueco;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
28021;Berrueco, El;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
31054;Bertizarana;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
10029;Berzocana;Asociación Promoción y Desarrollo Rural Comarca de Villuercas, Ibores y Jara;G207
9052;Berzosa de Bureba;Asociación para el Desarrollo Comarcal Bureba;G134
28020;Berzosa del Lozoya;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
34032;Berzosilla;Agrupación Comarcal de Desarrollo de la Montaña Palentina;G144
17019;Besalú;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
8163;Pineda de Mar;;
8164;Pla del Penedès, El;;
15009;Betanzos;"Asociación de Desenvolvemento Rural ""Mariñas Betanzos""";G212
31055;Betelu;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
8165;Pobla de Claramunt, La;;
16035;Beteta;"Asociación ""Promoción y Desarrollo Serrano""";G113
8167;Polinyà;;
17021;Beuda;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
26030;Bezares;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
44041;Bezas;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
3043;Biar;Asociación Centro de Desarrollo Rural Alicante;G257
46071;Bicorp;Grupo de Desarrollo Rural Ruralter-Leader Zona 6;G264
31253;Bidaurreta;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
20024;Bidegoian;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
50901;Biel;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
22057;Bielsa;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
2016;Bienservida;Asociación Grupo Desarrollo Rural de la Sierra de Alcaraz y Campo de Montiel;G099
6020;Bienvenida;Centro de Desarrollo Comarcal de Tentudía;G190
22058;Bierge;Centro de Desarrollo Integral del Somontano;G057
22059;Biescas;Asociación para el Desarrollo Integral de la Cuna de Aragón;G054
8168;Pontons;;
8169;Prat de Llobregat, El;;
50050;Bijuesca;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
8172;Premià de Mar;;
33006;Bimenes;Asociación para el Desarrollo Rural Integral de la Comarca de la Sidra;G076
22060;Binaced;Centro de Desarrollo de la Zona Oriental Huesca;
22061;Binéfar;Centro de Desarrollo de la Zona Oriental Huesca;
7008;Binissalem;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
25055;Biosca;Consorci per al Desenvolupament de la Catalunya Central;G180
50051;Biota;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
22062;Bisaurri;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
8174;Puigdàlber;;
43027;Bisbal de Falset, La;Consorci Leader Priorat Baix Camp;
8179;Rellinars;;
22063;Biscarrués;Asociación para el Desarrollo Rural Comarcal de la Hoya de Huesca / Plana de Uesca;G055
50052;Bisimbre;Asociación para el Desarrollo de las Tierras del Moncayo;
17234;Biure;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
31056;Biurrun-Olcoz;Grupo de Acción Local de la Zona Media de Navarra;G252
42036;Blacos;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
30011;Blanca;Asociación para el Desarrollo Rural Integrado de los municipios de La Vega del Segura;G247
43029;Blancafort;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
44042;Blancas;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
32012;Blancos, Os;Grupo de Desenvolvemento Rural da Limia;G233
8180;Ripollet;;
5033;Blascomillán;Fundación para el Desarrollo Local Asocio de Ávila;G131
5034;Blasconuño de Matacabras;Asociación para el Desarrollo Rural Integral de La Moraña;G129
5035;Blascosancho;Asociación para el Desarrollo Rural Integral de La Moraña;G129
14011;Blázquez, Los;Asociación Grupo de Desarrollo Rural Valle del Alto Guadiato;G014
22064;Blecua y Torres;Asociación para el Desarrollo Rural Comarcal de la Hoya de Huesca / Plana de Uesca;G055
44043;Blesa;Oficina de Fomento y Desarrollo de la Comarca Cuencas Mineras;G065
42037;Bliecos;Asociación Proyecto Noreste de Soria;G160
37052;Boada;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
34033;Boada de Campos;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
17029;Boadella i les Escaules;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
34035;Boadilla de Rioseco;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
34034;Boadilla del Camino;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
8181;Roca del Vallès, La;;
33007;Boal;Asociación Centro de Desarrollo Navia-Porcía;G073
8182;Pont de Vilomara i Rocafort, El;;
26031;Bobadilla;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
47020;Bobadilla del Campo;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
32013;Boborás;"Asociación de Desenvolvemento Rural ""Asociación Carballiño-O Ribeiro""";G228
24020;Boca de Huérgano;Asociación Grupo de Acción Local Montaña de Riaño;G139
46072;Bocairent;Asociación Centro de Desarrollo Rural Alicante;G257
40032;Boceguillas;Asociación Coordinadora para el Desarrollo Integral del Nordeste de Segovia;G153
47021;Bocigas;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
47022;Bocos de Duero;Asociación Duero Esgueva;G162
19052;Bodera, La;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
37054;Bodón, El;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
6021;Bodonal de la Sierra;Centro de Desarrollo Comarcal de Tentudía;G190
8183;Roda de Ter;;
37055;Bogajo;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
2017;Bogarra;Grupo de Acción Local de la Sierra del Segura;G104
5036;Bohodón, El;Asociación para el Desarrollo Rural Integral de La Moraña;G129
10030;Bohonal de Ibor;Asociacion para el Desarrollo de la comarca del Campo Arañuelo;G196
5037;Bohoyo;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
15010;Boimorto;Grupo de Desenvolvemento Rural Utm23- Ulla Tambre Mandeo;G217
15011;Boiro;Asociación de Desarrollo Local DELOA;G210
32014;Bola, A;Asociación Avinza GDR 15;G227
13023;Bolaños de Calatrava;Asociación para el Desarrollo del Campo de Calatrava;G110
47024;Bolaños de Campos;Asociación para el Desarrollo Rural Integrado de Tierra de Campos - Zona Norte de Valladolid;
46073;Bolbaite;Grupo de Desarrollo Rural Ruralter-Leader Zona 6;G264
41016;Bollullos de la Mitación;Asociación para el Desarrollo de la Comarca de Aljarafe-Doñana;G050
21013;Bollullos Par del Condado;Asociación Desarrollo Rural del Condado de Huelva;G026
32015;Bolo, O;Asociación GDR Valdeorras;G230
22066;Boltaña;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
3045;Bolulla;Asociación Centro de Desarrollo Rural Alicante;G257
8184;Rubí;;
22067;Bonansa;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
21014;Bonares;Asociación Desarrollo Rural del Condado de Huelva;G026
8187;Sabadell;;
2018;Bonete;"Asociación para el Desarrollo de La Comarca ""Monte Ibérico- Corredor De Almansa""";G100
16036;Boniches;"Asociación ""Promoción y Desarrollo Serrano""";G113
5038;Bonilla de la Sierra;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
2019;Bonillo, El;Asociación Grupo Desarrollo Rural de la Sierra de Alcaraz y Campo de Montiel;G099
8191;Sallent;;
24021;Boñar;Asociación Grupo de Acción Local Montaña de Riaño;G139
15012;Boqueixón;Asociación Terras de Compostela;G215
50053;Boquiñeni;Asociación para el Desarrollo de la Ribera Alta del Ebro;G066
22068;Borau;Asociación para el Desarrollo Integral de la Cuna de Aragón;G054
50054;Bordalba;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
8192;Santpedor;;
8193;Sant Iscle de Vallalta;;
44044;Bordón;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
29030;Borge, El;Asociación Centro de Desarrollo Rural de la Axarquía;G038
25058;Borges Blanques, Les;Consorci Garrigues per al Desenvolupament del Territori;G176
43031;Borges del Camp, Les;Consorci Leader Priorat Baix Camp;
50055;Borja;Asociación para el Desarrollo de las Tierras del Moncayo;
42038;Borjabad;Asociación para el Desarrollo Endógeno de Almazán y otros municipios;G157
8194;Sant Adrià de Besòs;;
11010;Bornos;Asociación Iniciativas Sostenibles Sierra de Cádiz;G007
42039;Borobia;Asociación Proyecto Noreste de Soria;G160
8196;Sant Andreu de la Barca;;
8197;Sant Andreu de Llavaneres;;
8024;Borredà;Associació pel Desenvolupament Rural de la Catalunya Central;G172
24022;Borrenes;Asociación para el Desarrollo de La Comarca Berciana;G142
8198;Sant Antoni de Vilamajor;;
12031;Borriol;Asociación-Ruralter Leader Zona 1;G259
11011;Bosque, El;Asociación Iniciativas Sostenibles Sierra de Cádiz;G007
8200;Sant Boi de Llobregat;;
43032;Bot;Consorci Intercomarcal d'Iniciatives Socioeconòmiques;G182
43033;Botarell;Consorci Leader Priorat Baix Camp;
10031;Botija;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
50056;Botorrita;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
37056;Bouza, La;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
27008;Bóveda;Asociación Grupo de Desenvolvemento Rural Ribeira Sacra;G221
49024;Bóveda de Toro, La;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
37057;Bóveda del Río Almar;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
25056;Bovera;Consorci Garrigues per al Desenvolupament del Territori;G176
9054;Bozoó;Asociación para el Desarrollo Comarcal Bureba;G134
5039;Brabos;Fundación para el Desarrollo Local Asocio de Ávila;G131
43034;Bràfim;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
47025;Brahojos de Medina;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
34036;Brañosera;Agrupación Comarcal de Desarrollo de la Montaña Palentina;G144
28024;Braojos;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
9055;Brazacorta;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
13024;Brazatortas;Asociación para el Desarrollo Sostenible del Valle de Alcudia;G111
24023;Brazuelo;Asociación Montañas del Teleno;G141
50057;Brea de Aragón;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
28025;Brea de Tajo;Asociación de Desarrollo Rural Aranjuez-Comarca de las Vegas;G241
8202;Sant Celoni;;
41018;Brenes;Asociación Comarcal Gran Vega de Sevilla;G045
8203;Sant Cebrià de Vallalta;;
8204;Sant Climent de Llobregat;;
49025;Bretó;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
49026;Bretocino;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
40033;Brieva;Asociación para el Desarrollo Rural Segovia Sur;G156
26032;Brieva de Cameros;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
19053;Brihuega;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
49027;Brime de Sog;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
49028;Brime de Urz;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
37058;Brincones;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
26033;Briñas;Asociación para el Desarrollo Rural de La Rioja Alta;G254
15013;Brión;Asociación Terras de Compostela;G215
26034;Briones;Asociación para el Desarrollo Rural de La Rioja Alta;G254
9056;Briviesca;Asociación para el Desarrollo Comarcal Bureba;G134
44045;Bronchales;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
22069;Broto;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
10032;Brozas;Asociación para el Desarrollo de la Comarca Tajo-Salor-A.monte;G197
8205;Sant Cugat del Vallès;;
8206;Sant Cugat Sesgarrigues;;
8207;Sant Esteve de Palautordera;;
8208;Sant Esteve Sesrovires;;
42041;Buberos;Asociación Proyecto Noreste de Soria;G160
50058;Bubierca;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
18032;Bubión;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
16038;Buciegas;CEDER Alcarria Conquense;G116
19054;Budia;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
16039;Buenache de Alarcón;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
16040;Buenache de la Sierra;"Asociación ""Promoción y Desarrollo Serrano""";G113
37059;Buenamadre;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
45022;Buenaventura;Asociación para el Desarrollo de la Comarca de Talavera, Sierra de San Vicente y La Jara- Tierras de Talavera;G125
37060;Buenavista;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
34037;Buenavista de Valdavia;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
8209;Sant Fost de Campsentelles;;
16041;Buendía;CEDER Alcarria Conquense;G116
44046;Bueña;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
36004;Bueu;Asociación de Desenvolvemento Rural Pontevedra Morrazo;G235
46075;Bufali;Grupo de Desarrollo Rural Ruralter-Leader Zona 6;G264
46076;Bugarra;Asociación para el Desarrollo Rural Valencia Interior;G262
9057;Bugedo;Asociación para el Desarrollo Comarcal Bureba;G134
7009;Búger;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
42042;Buitrago;Asociación Proyecto Noreste de Soria;G160
28027;Buitrago del Lozoya;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
14012;Bujalance;Asociación para el Desarrollo Rural del Medio Guadalquivir;G017
19055;Bujalaro;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
50059;Bujaraloz;"Asociación ""Monegros, Centro de Desarrollo""";G053
5040;Bularros;Fundación para el Desarrollo Local Asocio de Ávila;G131
50060;Bulbuente;Asociación para el Desarrollo de las Tierras del Moncayo;
30012;Bullas;Integral, Sociedad para el Desarrollo Rural;G248
8210;Sant Feliu de Codines;;
7010;Bunyola;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
8211;Sant Feliu de Llobregat;;
31057;Buñuel;Grupo de Acción Local Consorcio para las Estrategias de Desarrollo de la Ribera de Navarra (Consorcio EDER);G251
44047;Burbáguena;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
8213;Sant Fruitós de Bages;;
50061;Bureta;Asociación para el Desarrollo de las Tierras del Moncayo;
49029;Burganes de Valverde;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
8214;Vilassar de Dalt;;
42043;Burgo de Osma-Ciudad de Osma;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
24024;Burgo Ranero, El;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
29031;Burgo, El;Asociación Grupo de Desarrollo Rural de la Sierra de las Nieves;G040
5041;Burgohondo;Fundación para el Desarrollo Local Asocio de Ávila;G131
9059;Burgos;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
31059;Burgui/Burgi;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
41019;Burguillos;Asociación Comarcal Gran Vega de Sevilla;G045
8215;Sant Hipòlit de Voltregà;;
6022;Burguillos del Cerro;Asociación Centro de Desarrollo Rural Zafra - Río Bodión;G185
8217;Sant Joan Despí;;
8218;Sant Joan de Vilatorrada;;
24025;Burón;Asociación Grupo de Acción Local Montaña de Riaño;G139
45024;Burujón;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
8219;Vilassar de Mar;;
18033;Busquístar;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
19057;Bustares;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
28028;Bustarviejo;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
50063;Buste, El;Asociación para el Desarrollo de las Tierras del Moncayo;
47026;Bustillo de Chaves;Asociación para el Desarrollo Rural Integrado de Tierra de Campos - Zona Norte de Valladolid;
34038;Bustillo de la Vega;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
49030;Bustillo del Oro;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
24026;Bustillo del Páramo;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
34039;Bustillo del Páramo de Carrión;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
9060;Busto de Bureba;Asociación para el Desarrollo Comarcal Bureba;G134
31061;Busto, El;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
48021;Busturia;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
43035;Cabacés;Consorci Leader Priorat Baix Camp;
37061;Cabaco, El;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
40034;Caballar;Asociación para el Desarrollo Rural Segovia Sur;G156
15014;Cabana de Bergantiños;Asociación para O Desenvolvemento da Comarca de Bergantiños;G214
25060;Cabanabona;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
8220;Sant Julià de Vilatorta;;
17031;Cabanelles;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
12033;Cabanes;Asociación-Ruralter Leader Zona 1;G259
8221;Sant Just Desvern;;
31062;Cabanillas;Grupo de Acción Local Consorcio para las Estrategias de Desarrollo de la Ribera de Navarra (Consorcio EDER);G251
28029;Cabanillas de la Sierra;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
8222;Sant Llorenç d'Hortons;;
8223;Sant Llorenç Savall;;
50064;Cabañas de Ebro;Asociación para el Desarrollo de la Ribera Alta del Ebro;G066
8224;Sant Martí de Centelles;;
40035;Cabañas de Polendos;Asociación para el Desarrollo Rural Segovia Sur;G156
49031;Cabañas de Sayago;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
45026;Cabañas de Yepes;"Asociación Comarcal ""Don Quijote de La Mancha""";G123
10033;Cabañas del Castillo;Asociación Promoción y Desarrollo Rural Comarca de Villuercas, Ibores y Jara;G207
24027;Cabañas Raras;Asociación para el Desarrollo de La Comarca Berciana;G142
9061;Cabañes de Esgueva;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
37063;Cabeza de Béjar, La;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
6023;Cabeza del Buey;"Consorcio Centro de Desarrollo Rural ""La Serena""";
37065;Cabeza del Caballo;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
6024;Cabeza la Vaca;Centro de Desarrollo Comarcal de Tentudía;G190
10034;Cabezabellosa;"Asociación para la Promoción y el Desarrollo de la Comarca de Trasierra Tierras de Granadilla ""Cáparra""";G206
37062;Cabezabellosa de la Calzada;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
45027;Cabezamesada;"Grupo de Acción Local ""Dulcinea""";G127
13025;Cabezarados;Asociación para el Desarrollo Sostenible del Valle de Alcudia;G111
13026;Cabezarrubias del Puerto;Asociación para el Desarrollo Sostenible del Valle de Alcudia;G111
5042;Cabezas de Alambre;Asociación para el Desarrollo Rural Integral de La Moraña;G129
41020;Cabezas de San Juan, Las;Asociación para el Desarrollo Local de la Comarca del Bajo Guadalquivir;G051
5043;Cabezas del Pozo;Asociación para el Desarrollo Rural Integral de La Moraña;G129
5044;Cabezas del Villar;Fundación para el Desarrollo Local Asocio de Ávila;G131
21015;Cabezas Rubias;Asociación para el Desarrollo Rural del Andévalo Occidental;G030
26035;Cabezón de Cameros;Asociación para el Desarrollo Rural de La Rioja Suroriental;G255
39012;Cabezón de la Sal;Asociación de Desarrollo Rural Saja-Nansa;G094
9062;Cabezón de la Sierra;Asociación Grupo de Acción Local Sierra de La Demanda;G133
39013;Cabezón de Liébana;Asociación Grupo de Acción Local Liébana;G097
8227;Sant Martí Sarroca;;
47028;Cabezón de Valderaduey;Asociación para el Desarrollo Rural Integrado de Tierra de Campos - Zona Norte de Valladolid;
40036;Cabezuela;Asociación Honorse-Tierra de Pinares;G154
10035;Cabezuela del Valle;Sociedad para la Promoción y Desarrollo del Valle del Jerte;G208
5045;Cabizuela;Asociación para el Desarrollo Rural Integral de La Moraña;G129
25061;Cabó;Consorci Grup D'acció Local Alt Urgell - Cerdanya;G177
50065;Cabolafuente;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
14013;Cabra;Asociación Grupo de Desarrollo Rural de la Subbética Cordobesa;G013
44048;Cabra de Mora;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
43036;Cabra del Camp;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
23017;Cabra del Santo Cristo;Asociación para el Desarrollo Rural de Sierra Mágina;G035
33008;Cabrales;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
33009;Cabranes;Asociación para el Desarrollo Rural Integral de la Comarca de la Sidra;G076
31063;Cabredo;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
42044;Cabrejas del Campo;Asociación Proyecto Noreste de Soria;G160
42045;Cabrejas del Pinar;Asociación Pinares El Valle para el Desarrollo Rural Integral;G159
8230;Premià de Dalt;;
8231;Sant Pere de Ribes;;
28030;Cabrera, La;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
8232;Sant Pere de Riudebitlles;;
10036;Cabrero;Sociedad para la Promoción y Desarrollo del Valle del Jerte;G208
47029;Cabreros del Monte;Asociación Colectivo para el Desarrollo Rural de Tierra de Campos;G161
24028;Cabreros del Río;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
24029;Cabrillanes;Asociación Cuatro Valles;G138
37068;Cabrillas;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
8234;Sant Pere de Vilamajor;;
39014;Cabuérniga;Asociación de Desarrollo Rural Saja-Nansa;G094
24030;Cacabelos;Asociación para el Desarrollo de La Comarca Berciana;G142
8235;Sant Pol de Mar;;
10038;Cachorrilla;Asociación para el Desarrollo del Valle del Alagón;G200
18034;Cacín;Asociación para el Desarrollo Sostenible del Poniente Granadino;G020
10039;Cadalso;Asociación para el Desarrollo Integral de Sierra de Gata;G204
28031;Cadalso de los Vidrios;Consorcio de la Sierra Oeste;G242
8236;Sant Quintí de Mediona;;
18035;Cádiar;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
8238;Sant Quirze del Vallès;;
31064;Cadreita;Grupo de Acción Local Consorcio para las Estrategias de Desarrollo de la Ribera de Navarra (Consorcio EDER);G251
8240;Sant Sadurní d'Anoia;;
8241;Sant Sadurní d'Osormort;;
21016;Cala;Asociación Grupo de Desarrollo Rural de la Sierra de Aracena y Picos de Aroche;G027
40037;Calabazas de Fuentidueña;Asociación Honorse-Tierra de Pinares;G154
44049;Calaceite;Grupo de Acción Local Bajo Aragón-Matarraña;G064
8031;Calaf;Consorci per al Desenvolupament de la Catalunya Central;G180
8242;Marganell;;
8243;Santa Cecília de Voltregà;;
34041;Calahorra de Boedo;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
18114;Calahorra, La;Asociación para el Desarrollo Rural de la Comarca de Guadix;G019
44050;Calamocha;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
6025;Calamonte;Asociación para el Desarrollo de La Comarca de Lácara;G186
44051;Calanda;Grupo de Acción Local Bajo Aragón-Matarraña;G064
21017;Calañas;Asociación para el Desarrollo Rural del Andévalo Occidental;G030
30013;Calasparra;Integral, Sociedad para el Desarrollo Rural;G248
42046;Calatañazor;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
50067;Calatayud;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
50068;Calatorao;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
50069;Calcena;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
36005;Caldas de Reis;Asociación Grupo de Desenvolvemento Rural Ulla-Umia-Lérez;G238
22072;Caldearenas;Asociación para el Desarrollo Integral de la Cuna de Aragón;G054
8034;Calders;Associació pel Desenvolupament Rural de la Catalunya Central;G172
8244;Santa Coloma de Cervelló;;
8245;Santa Coloma de Gramenet;;
8246;Santa Eugènia de Berga;;
8248;Santa Eulàlia de Ronçana;;
6026;Calera de León;Centro de Desarrollo Comarcal de Tentudía;G190
45028;Calera y Chozas;Asociación para el Desarrollo de la Campana de Oropesa;G124
9064;Caleruega;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
45029;Caleruela;Asociación para el Desarrollo de la Campana de Oropesa;G124
18037;Calicasas;Asociación para la Promoción Económica del Arco Noreste de la Vega de Granada;G023
12034;Càlig;Asociación-Ruralter Leader Zona 1;G259
